provenance,slenderness,gamma,generator,load_design,sensors,sensor_positions,noise_fraction,support_model,trials,rank,status,EI_relative_bias,EI_relative_rmse,holdout_relative_rmse,compliance_absolute_bias
synthetic,10,0.1,Timoshenko,locations,four,0.25;0.5;0.75;1.0,0.0,flexible,200,2,identified,0.002908696036535874,0.002908696036535874,0.0007338026446508782,3.048605197621095e-08
synthetic,10,0.1,Timoshenko,locations,four,0.25;0.5;0.75;1.0,0.0025,rigid,200,1,identified,-0.2618162408881009,0.26181871607036444,0.027765619981569834,-8.57142857142857e-07
synthetic,10,0.1,Timoshenko,locations,four,0.25;0.5;0.75;1.0,0.0025,flexible,200,2,identified,0.0033667820893631263,0.01305805135291604,0.001203980920466213,3.1278254800978375e-08
synthetic,10,0.1,Timoshenko,locations,four,0.25;0.5;0.75;1.0,0.01,rigid,200,1,identified,-0.26220114894459584,0.26224479641045617,0.027686908413670996,-8.57142857142857e-07
synthetic,10,0.1,Timoshenko,locations,four,0.25;0.5;0.75;1.0,0.01,flexible,200,2,identified,0.0018114883275045695,0.04510754091362614,0.003874348537651347,2.473929363142886e-08
synthetic,10,0.1,Timoshenko,locations,four,0.25;0.5;0.75;1.0,0.03,rigid,200,1,identified,-0.26054417777669064,0.2609857965899411,0.02834896227514487,-8.57142857142857e-07
synthetic,10,0.1,Timoshenko,locations,four,0.25;0.5;0.75;1.0,0.03,flexible,200,2,identified,0.014079625742580669,0.15629104840080674,0.012088128769373907,-8.784859023767162e-10
synthetic,20,0.0,Euler-Bernoulli,single,one,1.0,0.0,rigid,200,1,identified,2.220446049250313e-16,2.220446049250313e-16,3.705769144237565e-17,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,one,1.0,0.0,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Euler-Bernoulli,single,one,1.0,0.0025,rigid,200,1,identified,-6.368501547324379e-05,0.002750511086535435,0.0008605027985453764,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,one,1.0,0.0025,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Euler-Bernoulli,single,one,1.0,0.01,rigid,200,1,identified,0.0013752842780795733,0.010646067436640278,0.003316435148552307,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,one,1.0,0.01,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Euler-Bernoulli,single,one,1.0,0.03,rigid,200,1,identified,-0.00016079415593601542,0.02792243335940072,0.008758547041281876,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,one,1.0,0.03,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Euler-Bernoulli,single,two_uniform,0.5;1.0,0.0,rigid,200,1,identified,2.220446049250313e-16,2.220446049250313e-16,2.929667744640936e-17,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,two_uniform,0.5;1.0,0.0,flexible,200,2,identified,2.220446049250313e-16,2.220446049250313e-16,2.929667744640936e-17,0.0
synthetic,20,0.0,Euler-Bernoulli,single,two_uniform,0.5;1.0,0.0025,rigid,200,1,identified,0.00027296130085377126,0.002351788460630408,0.0005593848525968628,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,two_uniform,0.5;1.0,0.0025,flexible,200,2,identified,0.005550962560155468,0.01008720651823318,0.0013878761890863476,1.1248684832190639e-07
synthetic,20,0.0,Euler-Bernoulli,single,two_uniform,0.5;1.0,0.01,rigid,200,1,identified,0.0007258137736386188,0.008760563126721235,0.00207727722863129,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,two_uniform,0.5;1.0,0.01,flexible,200,2,identified,0.029068104597356363,0.05003575737103473,0.006318625334261638,5.676926869138089e-07
synthetic,20,0.0,Euler-Bernoulli,single,two_uniform,0.5;1.0,0.03,rigid,200,1,identified,0.0018301734575207934,0.02634598115271471,0.006235082544626684,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,two_uniform,0.5;1.0,0.03,flexible,200,2,identified,0.09448595713787789,0.17686344409815946,0.017649200911628464,1.5437435021870287e-06
synthetic,20,0.0,Euler-Bernoulli,single,two_selected,0.5;1.0,0.0,rigid,200,1,identified,2.220446049250313e-16,2.220446049250313e-16,2.929667744640936e-17,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,two_selected,0.5;1.0,0.0,flexible,200,2,identified,2.220446049250313e-16,2.220446049250313e-16,2.929667744640936e-17,0.0
synthetic,20,0.0,Euler-Bernoulli,single,two_selected,0.5;1.0,0.0025,rigid,200,1,identified,4.8855190511709616e-06,0.00245015278051026,0.0005830240724398567,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,two_selected,0.5;1.0,0.0025,flexible,200,2,identified,0.005192284031060214,0.01002990452285542,0.0015314208163363019,1.1055793609699408e-07
synthetic,20,0.0,Euler-Bernoulli,single,two_selected,0.5;1.0,0.01,rigid,200,1,identified,0.00026853546652911344,0.009615295827983594,0.0022848106364876746,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,two_selected,0.5;1.0,0.01,flexible,200,2,identified,0.02408388820985714,0.04140885034281809,0.005645492178402703,4.844063755188496e-07
synthetic,20,0.0,Euler-Bernoulli,single,two_selected,0.5;1.0,0.03,rigid,200,1,identified,-0.0006526803996960262,0.02841286876587652,0.006731878955487694,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,two_selected,0.5;1.0,0.03,flexible,200,2,identified,0.08564588028698904,0.18070666683478565,0.017791148677675905,1.4283136417138228e-06
synthetic,20,0.0,Euler-Bernoulli,single,four,0.25;0.5;0.75;1.0,0.0,rigid,200,1,identified,2.220446049250313e-16,2.220446049250313e-16,2.7889606023441766e-17,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,four,0.25;0.5;0.75;1.0,0.0,flexible,200,2,identified,2.220446049250313e-16,2.220446049250313e-16,2.7889606023441766e-17,0.0
synthetic,20,0.0,Euler-Bernoulli,single,four,0.25;0.5;0.75;1.0,0.0025,rigid,200,1,identified,6.251706402620793e-05,0.0020368268080943556,0.0004104262509045489,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,four,0.25;0.5;0.75;1.0,0.0025,flexible,200,2,identified,0.005327066142413168,0.009447853556103954,0.0011538594599323233,1.0790366925018143e-07
synthetic,20,0.0,Euler-Bernoulli,single,four,0.25;0.5;0.75;1.0,0.01,rigid,200,1,identified,-0.0005524432423959141,0.008205362474477392,0.0016558489146152133,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,four,0.25;0.5;0.75;1.0,0.01,flexible,200,2,identified,0.017970168016270893,0.033560728761360625,0.003854423845101527,3.652641915830539e-07
synthetic,20,0.0,Euler-Bernoulli,single,four,0.25;0.5;0.75;1.0,0.03,rigid,200,1,identified,0.000563456994051062,0.022150326768485027,0.004443247275480417,-0.0
synthetic,20,0.0,Euler-Bernoulli,single,four,0.25;0.5;0.75;1.0,0.03,flexible,200,2,identified,0.06414873159609068,0.12831118482823695,0.011358035279195355,1.0733234447007106e-06
synthetic,20,0.0,Euler-Bernoulli,amplitudes,one,1.0,0.0,rigid,200,1,identified,-2.220446049250313e-16,2.220446049250313e-16,7.41153828847513e-17,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,one,1.0,0.0,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Euler-Bernoulli,amplitudes,one,1.0,0.0025,rigid,200,1,identified,-2.4456314479287532e-05,0.0006798924248992951,0.0002124946593514624,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,one,1.0,0.0025,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Euler-Bernoulli,amplitudes,one,1.0,0.01,rigid,200,1,identified,-4.850151723044982e-05,0.00226260683718775,0.0007073350077491787,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,one,1.0,0.01,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Euler-Bernoulli,amplitudes,one,1.0,0.03,rigid,200,1,identified,-0.0015386983045504376,0.008038737274707844,0.0025208894797244916,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,one,1.0,0.03,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_uniform,0.5;1.0,0.0,rigid,200,1,identified,0.0,0.0,0.0,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_uniform,0.5;1.0,0.0,flexible,200,2,identified,0.0,0.0,0.0,0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_uniform,0.5;1.0,0.0025,rigid,200,1,identified,-7.0179301798500845e-06,0.0006238771141618961,0.00014849333130912567,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_uniform,0.5;1.0,0.0025,flexible,200,2,identified,0.0014419700195051415,0.002748580097398017,0.0004064751797236887,3.128692511085411e-08
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_uniform,0.5;1.0,0.01,rigid,200,1,identified,2.5035561059694733e-05,0.0025239622984758433,0.0006002504005861885,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_uniform,0.5;1.0,0.01,flexible,200,2,identified,0.007026912451677132,0.012193834106751924,0.0017627812581005535,1.4892692657905945e-07
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_uniform,0.5;1.0,0.03,rigid,200,1,identified,-0.0005623900882714445,0.008097247363843263,0.0019313761054608352,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_uniform,0.5;1.0,0.03,flexible,200,2,identified,0.021061973720830296,0.03931748416592697,0.005434990173362647,4.3985064644843197e-07
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_selected,0.5;1.0,0.0,rigid,200,1,identified,0.0,0.0,0.0,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_selected,0.5;1.0,0.0,flexible,200,2,identified,0.0,0.0,0.0,0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_selected,0.5;1.0,0.0025,rigid,200,1,identified,4.080706169859061e-05,0.0006191391549404245,0.0001473381123711703,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_selected,0.5;1.0,0.0025,flexible,200,2,identified,0.0014218201834012467,0.0027534326114340233,0.0003791835705159884,2.981130769156388e-08
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_selected,0.5;1.0,0.01,rigid,200,1,identified,4.574019481169034e-05,0.0026451822877239344,0.0006301687960035536,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_selected,0.5;1.0,0.01,flexible,200,2,identified,0.006313555979763583,0.011562779563766412,0.0016654980301515955,1.3332606404933375e-07
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_selected,0.5;1.0,0.03,rigid,200,1,identified,-0.0001767863101651118,0.0074806037054589835,0.001780877301927753,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,two_selected,0.5;1.0,0.03,flexible,200,2,identified,0.019120239730214802,0.03503345513788707,0.004749035935220417,3.950763680845021e-07
synthetic,20,0.0,Euler-Bernoulli,amplitudes,four,0.25;0.5;0.75;1.0,0.0,rigid,200,1,identified,0.0,0.0,0.0,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,four,0.25;0.5;0.75;1.0,0.0,flexible,200,2,identified,0.0,0.0,0.0,0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,four,0.25;0.5;0.75;1.0,0.0025,rigid,200,1,identified,-6.938887350546263e-05,0.0005448826029988556,0.0001099079664510023,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,four,0.25;0.5;0.75;1.0,0.0025,flexible,200,2,identified,0.001050756737786674,0.002118692039052759,0.0002498750144628658,2.3240991597164547e-08
synthetic,20,0.0,Euler-Bernoulli,amplitudes,four,0.25;0.5;0.75;1.0,0.01,rigid,200,1,identified,5.901209411876496e-05,0.0020620997323981113,0.00041576346683427657,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,four,0.25;0.5;0.75;1.0,0.01,flexible,200,2,identified,0.005043144063197911,0.008966254407862445,0.001070905151171373,1.0224169743611562e-07
synthetic,20,0.0,Euler-Bernoulli,amplitudes,four,0.25;0.5;0.75;1.0,0.03,rigid,200,1,identified,0.0004504121829442054,0.006768931955444238,0.0013635422857994248,-0.0
synthetic,20,0.0,Euler-Bernoulli,amplitudes,four,0.25;0.5;0.75;1.0,0.03,flexible,200,2,identified,0.016169751873095,0.02959331706180037,0.003239174813246631,3.1117265906337994e-07
synthetic,20,0.0,Euler-Bernoulli,locations,one,1.0,0.0,rigid,200,1,identified,2.220446049250313e-16,2.220446049250313e-16,3.705769144237565e-17,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,one,1.0,0.0,flexible,200,2,identified,2.220446049250313e-16,2.220446049250313e-16,3.705769144237565e-17,0.0
synthetic,20,0.0,Euler-Bernoulli,locations,one,1.0,0.0025,rigid,200,1,identified,-1.9003037019054147e-05,0.0021539454148217516,0.000672779635834764,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,one,1.0,0.0025,flexible,200,2,identified,0.01041490246769043,0.01993238121736767,0.003136009186820661,2.18369329370759e-07
synthetic,20,0.0,Euler-Bernoulli,locations,one,1.0,0.01,rigid,200,1,identified,-0.0004378645111119089,0.008544236980273661,0.0026752695311890017,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,one,1.0,0.01,flexible,200,2,identified,0.05859146040782167,0.107863652234644,0.014362380044498245,1.0824682287497867e-06
synthetic,20,0.0,Euler-Bernoulli,locations,one,1.0,0.03,rigid,200,1,identified,-0.0020688500238261413,0.024148877122833482,0.007558091385076821,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,one,1.0,0.03,flexible,200,2,identified,5000000000.582844,70710678118.58405,0.04006707310873392,2.6789723058369917e-06
synthetic,20,0.0,Euler-Bernoulli,locations,two_uniform,0.5;1.0,0.0,rigid,200,1,identified,2.220446049250313e-16,2.220446049250313e-16,2.929667744640936e-17,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,two_uniform,0.5;1.0,0.0,flexible,200,2,identified,0.0,0.0,0.0,0.0
synthetic,20,0.0,Euler-Bernoulli,locations,two_uniform,0.5;1.0,0.0025,rigid,200,1,identified,-7.212892401708581e-05,0.002007845640960175,0.0004779650605295528,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,two_uniform,0.5;1.0,0.0025,flexible,200,2,identified,0.004885986279462833,0.008780269514618952,0.0010734070829217152,1.0080628850981425e-07
synthetic,20,0.0,Euler-Bernoulli,locations,two_uniform,0.5;1.0,0.01,rigid,200,1,identified,0.00019981182293975385,0.00834460490298691,0.001986012665228777,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,two_uniform,0.5;1.0,0.01,flexible,200,2,identified,0.01729772170943867,0.03229582015777533,0.004133042829902411,3.3409624022449944e-07
synthetic,20,0.0,Euler-Bernoulli,locations,two_uniform,0.5;1.0,0.03,rigid,200,1,identified,0.003020286449800612,0.024085822405801708,0.005718002817782937,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,two_uniform,0.5;1.0,0.03,flexible,200,2,identified,0.07100900654404857,0.12004520778383967,0.012831869832829277,1.173489126940108e-06
synthetic,20,0.0,Euler-Bernoulli,locations,two_selected,0.5;1.0,0.0,rigid,200,1,identified,2.220446049250313e-16,2.220446049250313e-16,2.929667744640936e-17,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,two_selected,0.5;1.0,0.0,flexible,200,2,identified,0.0,0.0,0.0,0.0
synthetic,20,0.0,Euler-Bernoulli,locations,two_selected,0.5;1.0,0.0025,rigid,200,1,identified,6.349845848819036e-05,0.0018800792001645989,0.0004473797402817611,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,two_selected,0.5;1.0,0.0025,flexible,200,2,identified,0.004842801805846099,0.008341027874594769,0.0011077580546323123,9.72595719292504e-08
synthetic,20,0.0,Euler-Bernoulli,locations,two_selected,0.5;1.0,0.01,rigid,200,1,identified,-0.0006127723551847463,0.0077400954882002534,0.0018446546399772145,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,two_selected,0.5;1.0,0.01,flexible,200,2,identified,0.01946137785703223,0.03690291126857791,0.004737565190241197,3.8940838479998334e-07
synthetic,20,0.0,Euler-Bernoulli,locations,two_selected,0.5;1.0,0.03,rigid,200,1,identified,-0.0004221207016770767,0.02461127480699344,0.005845172443119727,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,two_selected,0.5;1.0,0.03,flexible,200,2,identified,0.06610864851058978,0.14400094889163587,0.013300177886806718,1.0853761505099372e-06
synthetic,20,0.0,Euler-Bernoulli,locations,four,0.25;0.5;0.75;1.0,0.0,rigid,200,1,identified,2.220446049250313e-16,2.220446049250313e-16,2.7889606023441766e-17,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,four,0.25;0.5;0.75;1.0,0.0,flexible,200,2,identified,-2.220446049250313e-16,2.220446049250313e-16,4.270687921720306e-17,0.0
synthetic,20,0.0,Euler-Bernoulli,locations,four,0.25;0.5;0.75;1.0,0.0025,rigid,200,1,identified,0.00015239604078628178,0.0017397827252288662,0.00035050358209773113,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,four,0.25;0.5;0.75;1.0,0.0025,flexible,200,2,identified,0.0037891105258406037,0.006773318308154938,0.0007405467991493409,7.13866828189132e-08
synthetic,20,0.0,Euler-Bernoulli,locations,four,0.25;0.5;0.75;1.0,0.01,rigid,200,1,identified,0.0005175547901861144,0.006323713685940783,0.0012734389912894579,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,four,0.25;0.5;0.75;1.0,0.01,flexible,200,2,identified,0.013863595302882458,0.026574695858432706,0.0026728082113679054,2.5259558051688045e-07
synthetic,20,0.0,Euler-Bernoulli,locations,four,0.25;0.5;0.75;1.0,0.03,rigid,200,1,identified,0.0025575648986760585,0.020795545815354213,0.0041908343302357745,-0.0
synthetic,20,0.0,Euler-Bernoulli,locations,four,0.25;0.5;0.75;1.0,0.03,flexible,200,2,identified,0.05566376132266541,0.10791887413712406,0.009136969532320953,8.84648054140223e-07
synthetic,20,0.0,Timoshenko,single,one,1.0,0.0,rigid,200,1,identified,-0.0019462049004442816,0.0019462049004442816,0.0003656249999999918,-0.0
synthetic,20,0.0,Timoshenko,single,one,1.0,0.0,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Timoshenko,single,one,1.0,0.0025,rigid,200,1,identified,-0.0019707328310965594,0.0032540355140880275,0.0008865694591953097,-0.0
synthetic,20,0.0,Timoshenko,single,one,1.0,0.0025,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Timoshenko,single,one,1.0,0.01,rigid,200,1,identified,-0.0021868888328566123,0.010731842225060795,0.0033142367634682005,-0.0
synthetic,20,0.0,Timoshenko,single,one,1.0,0.01,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Timoshenko,single,one,1.0,0.03,rigid,200,1,identified,-0.0016434060932450517,0.027805137780886172,0.008701992904357997,-0.0
synthetic,20,0.0,Timoshenko,single,one,1.0,0.03,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Timoshenko,single,two_uniform,0.5;1.0,0.0,rigid,200,1,identified,-0.0020498818796407248,0.002049881879640725,0.0005598300860193759,-0.0
synthetic,20,0.0,Timoshenko,single,two_uniform,0.5;1.0,0.0,flexible,200,2,identified,-8.881784197001252e-16,8.881784197001252e-16,0.0003447145558284866,4.4571428571412417e-08
synthetic,20,0.0,Timoshenko,single,two_uniform,0.5;1.0,0.0025,rigid,200,1,identified,-0.0021208260596160627,0.0031486320740270507,0.0007799842220996119,-0.0
synthetic,20,0.0,Timoshenko,single,two_uniform,0.5;1.0,0.0025,flexible,200,2,identified,0.00543526694833195,0.011420486200594028,0.0015580978899360938,1.614136218293169e-07
synthetic,20,0.0,Timoshenko,single,two_uniform,0.5;1.0,0.01,rigid,200,1,identified,-0.0025072119800905184,0.009463519330431778,0.002234275640293299,-0.0
synthetic,20,0.0,Timoshenko,single,two_uniform,0.5;1.0,0.01,flexible,200,2,identified,0.021902343694094592,0.04402846609753102,0.005909251301036773,4.932896341484804e-07
synthetic,20,0.0,Timoshenko,single,two_uniform,0.5;1.0,0.03,rigid,200,1,identified,-0.0024797064944552384,0.02940197671922544,0.00696891592197198,-0.0
synthetic,20,0.0,Timoshenko,single,two_uniform,0.5;1.0,0.03,flexible,200,2,identified,0.10959124528848861,0.2732376818935391,0.02050187889248937,1.6985731928043741e-06
synthetic,20,0.0,Timoshenko,single,two_selected,0.5;1.0,0.0,rigid,200,1,identified,-0.0020498818796407248,0.002049881879640725,0.0005598300860193759,-0.0
synthetic,20,0.0,Timoshenko,single,two_selected,0.5;1.0,0.0,flexible,200,2,identified,-8.881784197001252e-16,8.881784197001252e-16,0.0003447145558284866,4.4571428571412417e-08
synthetic,20,0.0,Timoshenko,single,two_selected,0.5;1.0,0.0025,rigid,200,1,identified,-0.0020968750376266837,0.003105955189128684,0.0007766765718996667,-0.0
synthetic,20,0.0,Timoshenko,single,two_selected,0.5;1.0,0.0025,flexible,200,2,identified,0.004957756110204728,0.011261438154483423,0.001501034727887472,1.5060257202954647e-07
synthetic,20,0.0,Timoshenko,single,two_selected,0.5;1.0,0.01,rigid,200,1,identified,-0.0018635385880215998,0.010284718198954634,0.002485610053809948,-0.0
synthetic,20,0.0,Timoshenko,single,two_selected,0.5;1.0,0.01,flexible,200,2,identified,0.02543534849411861,0.04929786022274307,0.0064992462798855975,5.470413407079298e-07
synthetic,20,0.0,Timoshenko,single,two_selected,0.5;1.0,0.03,rigid,200,1,identified,-0.0023111659203409623,0.031069500437023535,0.0073940067083631605,-0.0
synthetic,20,0.0,Timoshenko,single,two_selected,0.5;1.0,0.03,flexible,200,2,identified,0.10017813020801265,0.19539147372121476,0.019489840726031864,1.7081750795933202e-06
synthetic,20,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.0,rigid,200,1,identified,-0.0021356384817275975,0.0021356384817275975,0.0005035568015932622,-0.0
synthetic,20,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.0,flexible,200,2,identified,-6.661338147750939e-16,6.661338147750939e-16,0.00029853156240174897,4.457142857141516e-08
synthetic,20,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.0025,rigid,200,1,identified,-0.0021692198057020147,0.002944899777123827,0.0006406900670638344,-0.0
synthetic,20,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.0025,flexible,200,2,identified,0.0036223318431234815,0.008699843799730898,0.0009855722545561321,1.1924817001660917e-07
synthetic,20,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.01,rigid,200,1,identified,-0.0022215449952714345,0.008674530155743918,0.0017652752283237984,-0.0
synthetic,20,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.01,flexible,200,2,identified,0.014649156021503944,0.030219157701283226,0.003283612682242755,3.350327441799723e-07
synthetic,20,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.03,rigid,200,1,identified,-0.0002513324952274781,0.022927433846300804,0.004686030367443255,-0.0
synthetic,20,0.0,Timoshenko,single,four,0.25;0.5;0.75;1.0,0.03,flexible,200,2,identified,0.054762753003968004,0.10029801553690211,0.00986839894140559,9.825284414525482e-07
synthetic,20,0.0,Timoshenko,amplitudes,one,1.0,0.0,rigid,200,1,identified,-0.0019462049004442816,0.0019462049004442816,0.0003656249999999918,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,one,1.0,0.0,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Timoshenko,amplitudes,one,1.0,0.0025,rigid,200,1,identified,-0.0019929298149934447,0.002098995184618796,0.00040719101506077495,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,one,1.0,0.0025,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Timoshenko,amplitudes,one,1.0,0.01,rigid,200,1,identified,-0.0017748464622746613,0.003244043857570955,0.0009485997455469247,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,one,1.0,0.01,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Timoshenko,amplitudes,one,1.0,0.03,rigid,200,1,identified,-0.0010309497445043525,0.008156327703491074,0.00261045805028272,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,one,1.0,0.03,flexible,200,1,unidentifiable,,,,
synthetic,20,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.0,rigid,200,1,identified,-0.002049881879640947,0.002049881879640947,0.0005598300860193418,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.0,flexible,200,2,identified,0.0,0.0,0.00034471455582832947,4.457142857144245e-08
synthetic,20,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.0025,rigid,200,1,identified,-0.0021150990370193594,0.00218771201868639,0.0005645693389441877,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.0025,flexible,200,2,identified,0.001041215723002119,0.0034455580012010046,0.0005466587313073814,6.833622754018371e-08
synthetic,20,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.01,rigid,200,1,identified,-0.0020900815383254755,0.003330303523560239,0.000829810269882486,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.01,flexible,200,2,identified,0.005006891627303682,0.011393366528775482,0.0015131746309680896,1.51488994084545e-07
synthetic,20,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.03,rigid,200,1,identified,-0.0021262654357269177,0.008482533093231175,0.002032691109837631,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,two_uniform,0.5;1.0,0.03,flexible,200,2,identified,0.016393722848223206,0.03352437398042424,0.004431950265291056,3.808833886315683e-07
synthetic,20,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.0,rigid,200,1,identified,-0.002049881879640947,0.002049881879640947,0.0005598300860193418,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.0,flexible,200,2,identified,0.0,0.0,0.00034471455582832947,4.457142857144245e-08
synthetic,20,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.0025,rigid,200,1,identified,-0.002101548042215397,0.002199361610598746,0.0005722358401787178,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.0025,flexible,200,2,identified,0.0008938034706602444,0.0030402317061155406,0.0005296059228310101,6.490118437210586e-08
synthetic,20,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.01,rigid,200,1,identified,-0.0024101142935215696,0.003445035955523074,0.0007722421252776133,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.01,flexible,200,2,identified,0.003940174209752768,0.01040996256592922,0.001407905125802914,1.3575107453492535e-07
synthetic,20,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.03,rigid,200,1,identified,-0.0016146052978675196,0.008357218729304134,0.0020596826878402255,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,two_selected,0.5;1.0,0.03,flexible,200,2,identified,0.01944934926105142,0.03565482672827723,0.004926551012969601,4.3301175257602834e-07
synthetic,20,0.0,Timoshenko,amplitudes,four,0.25;0.5;0.75;1.0,0.0,rigid,200,1,identified,-0.0021356384817275975,0.0021356384817275975,0.0005035568015932622,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,four,0.25;0.5;0.75;1.0,0.0,flexible,200,2,identified,0.0,0.0,0.0002985315624017707,4.457142857142069e-08
synthetic,20,0.0,Timoshenko,amplitudes,four,0.25;0.5;0.75;1.0,0.0025,rigid,200,1,identified,-0.002131074860380514,0.0021957123500836186,0.000515469416493028,-0.0
synthetic,20,0.0,Timoshenko,amplitudes,four,0.25;0.5;0.75;1.0,0.0025,flexible,200,2,identified,0.0006674763228363972,0.0027340072297750697,0.00040272345490155714,5.822739986564393e-08
